id,titulo,autores,ano,link,texto
4092,BERT Model Applications: Question Answering System,"Navin Sabharwal, Amit Agrawal",2021,https://doi.org/10.1007/978-1-4842-6664-9_5,
4093,Habitability In Question-Answering Systems,"William Ogden, James Mcdonald, Philip Bernick, Roger Chadwick",2008,https://doi.org/10.1007/978-1-4020-4746-6_15,
4094,Design Principles and a Software Reference Architecture for Big Data Question Answering Systems,"Leonardo Moraes, Pedro Jardim, Cristina Aguiar",2023,https://doi.org/10.5220/0011842700003467,
4095,LLMs Based Approach for Quranic Question Answering,"Zakia Saadaoui, Ghassen Tlig, Fethi Jarray",2024,https://doi.org/10.5220/0013012900003825,
4096,Analysis and optimization of question answering systems,David Domínguez Sal,,https://doi.org/10.5821/dissertation-2117-94547,
4097,Improving text retrieval precision and answer accuracy in question answering systems,"Matthew W. Bilotti, Eric Nyberg",2008,https://doi.org/10.3115/1641451.1641452,
4098,Multimedia-Aware Question Answering: A Review of Retrieval and Cross-Modal Reasoning Architectures,"Rahul Raja, Arpita Vats",2025,https://doi.org/10.1145/3746274.3760393,
4099,Humanization evaluation in chatbots,Paula Jeniffer dos Santos Viriato,,https://doi.org/10.47749/t/unicamp.2022.1254351,
4100,Introduction to Chatbots,"Rashid Khan, Anik Das",2018,https://doi.org/10.1007/978-1-4842-3111-1_1,
4312,Data Management Planning,,2018,https://doi.org/10.29085/9781783302802.013,
4101,Chatbots Security: STRIDE-based elicitation of security threats and vulnerabilities in Insurance chatbots,"Zilungile Bokolo, Olawande Daramola",,https://doi.org/10.21203/rs.3.rs-3891667/v1,
4102,The Current Research Status of Normal Chatbots and Government Chatbots,,2024,https://doi.org/10.4018/979-8-3693-3665-6.ch003,
4103,Can LLM Chatbots Replace Flow-Driven NLP Chatbots in Customer Service?,"Vishal Gaur, Bolin Song, Ruihao Zhu",,https://doi.org/10.2139/ssrn.5223645,
4104,Chatbots in eCommerce,Robert Ciesla,2024,https://doi.org/10.1007/978-3-031-51004-5_6,
4105,Chatbots Evolve: Exploring Functional and Social Drivers of Llm-Chatbots Acceptance in E-Commerce,"Vincenzo Gissi, Elisabetta Savelli",,https://doi.org/10.2139/ssrn.5383582,
4106,A Content Management System for Chatbots,Boris Galitsky,2019,https://doi.org/10.1007/978-3-030-04299-8_9,
4107,Coaching-Chatbots,Marius O. Dufaux,2024,https://doi.org/10.1007/978-3-658-45722-8,
4108,The Classic Era of Chatbots,Robert Ciesla,2024,https://doi.org/10.1007/978-3-031-51004-5_3,
4109,Conversational AI Platforms,"Michael McTear, Marina Ashurkina",2024,https://doi.org/10.1007/979-8-8688-0110-5_7,
4110,Conversational AI Efforts within Facebook AI Applied Research,Alborz Geramifard,2021,https://doi.org/10.1145/3475959.3478678,
4111,A New Era in Conversational AI,"Michael McTear, Marina Ashurkina",2024,https://doi.org/10.1007/979-8-8688-0110-5_1,
4112,Contextualising Conversational AI,Lea Krause,,https://doi.org/10.5463/thesis.1210,
4113,Conversational hyperconvergence: an onlife evolution model for conversational AI agency,Diego Gosmar,2025,https://doi.org/10.1007/s43681-024-00463-0,
4114,From conversational adaptability to response reliability: Advancing flexible and trustworthy conversational AI,Miaoran Li,,https://doi.org/10.31274/td-20251215-136,
4115,Understanding context in conversational AI,Etsuko Ishii,,https://doi.org/10.14711/thesis-991013319458403412,
4116,FCCC framework for conversational AI systems,Sophie Hundertmark,,https://doi.org/10.51363/unifr.eth.2026.034,
4117,Multimodal Conversational AI: A Survey of Datasets and Approaches,"Anirudh Sundar, Larry Heck",2022,https://doi.org/10.18653/v1/2022.nlp4convai-1.12,
4118,Conversational AI,Mikołaj Morzy,2025,https://doi.org/10.1007/978-3-031-88566-2_2,
4119,Quality of Spoken Dialogue Systems,,,https://doi.org/10.1007/0-387-23186-2_6,
4120,The Force of Dialogue and a Dialogue of Forces Resources for Open Theological Systems,JULIA A . LAMM,,https://doi.org/10.1515/9783110899658.237,
4121,Evaluation of Multimodal Dialogue Systems,Florian Schiel,,https://doi.org/10.1007/3-540-36678-4_38,
4122,Dialogue Engineering: The Dialogue Systems Development Lifecycle,Michael F. McTear,2004,https://doi.org/10.1007/978-0-85729-414-2_7,
4123,Fundamentals of Dialogue Systems,"Dirk Bühler, Wolfgang Minker",2011,https://doi.org/10.1007/978-1-4419-9728-9_2,
4124,Multilingual Dialogue Systems,,2005,https://doi.org/10.1002/0470021578.ch4,
4125,Dialogue Acts Annotation to Construct Dialogue Systems for Consulting,"Kiyonori Ohtake, Teruhisa Misu, Chiori Hori, Hideki Kashioka, Satoshi Nakamura",2011,https://doi.org/10.1007/978-1-4419-7934-6_10,
4126,Multimodal Dialogue Systems,,2005,https://doi.org/10.1002/0470021578.ch3,
4127,Introduction to Dialogue Systems,,2005,https://doi.org/10.1002/0470021578.ch1,
4128,Interactive Explanations through Dialogue Systems,Isabel Feustel,2024,https://doi.org/10.18653/v1/2024.yrrsds-1.29,
4129,Multilingual Learning Strategies in Multilingual Large Language Models,Ali Basirat,2025,https://doi.org/10.18653/v1/2025.mrl-main.34,
4130,Encoding Patterns of Multilingual Translation Models,Felix King,,https://doi.org/10.36934/tr2025_263,
4131,"Multilingual large language models, fine-tuning, and prompt engineering","Peng Wang, Pete Smith",2025,https://doi.org/10.4324/9781003470557-7,
4132,8. Educational Models in Multilingual Societies: Rethinking Multilingual Education,,2018,https://doi.org/10.21832/9781788921978-012,
4133,Multilingual Learning and Adaptation for Neural Language Models,Ahmet Üstün,,https://doi.org/10.33612/diss.602546936,
4134,Multilingual Semantic Parsing and Generation with Neural Models,Chunliu Wang,,https://doi.org/10.33612/diss.915085019,
4135,Multilingual document embedding with sequential neural network models,Wei Li,,https://doi.org/10.14711/thesis-991013098359403412,
4136,Designing Effective Schooling in Multilingual Contexts:,CAROL BENSON,2009,https://doi.org/10.2307/jj.30945682.8,
4137,Teacher Education for Multilingual Contexts:,"DAVID NUNAN, AGNES LAM",1998,https://doi.org/10.2307/jj.33169502.10,
4138,Specializing Multilingual Language Models: An Empirical Study,"Ethan C. Chau, Noah A. Smith",2021,https://doi.org/10.18653/v1/2021.mrl-1.5,
4139,Transfer learning for cross-lingual semantic analysis,Jeongwoo Kang,,https://doi.org/10.70675/0dab41b5za289z4b88z9380ze7ebe0d5092f,
4140,Meta-learning For Vision-and-language Cross-lingual Transfer,"Hanxu Hu, Frank Keller",2023,https://doi.org/10.18653/v1/2023.mrl-1.2,
4141,Transfer Contextual Learning for Cross-Lingual Text Summarization *,Azhar Mohamed,,https://doi.org/10.2139/ssrn.5252166,
4142,Cross-Lingual Cross-Domain Transfer Learning for Rumor Detection,"Eliana Providel, Marcelo Mendoza, Mauricio Solar",,https://doi.org/10.2139/ssrn.4972054,
4143,"Deep interactive learning for fine-grained opinion mining : single-domain, cross-domain &amp; cross-lingual",Wenya Wang,,https://doi.org/10.32657/10356/75872,
4144,Few-Shot Cross-Lingual Learning for Event Detection,"Luis Guzman Nateras, Viet Lai, Franck Dernoncourt, Thien Nguyen",2022,https://doi.org/10.18653/v1/2022.mrl-1.2,
4145,SimCSum: Joint Learning of Simplification and Cross-lingual Summarization for Cross-lingual Science Journalism,"Mehwish Fatima, Tim Kolber, Katja Markert, Michael Strube",2023,https://doi.org/10.18653/v1/2023.newsum-1.3,
4146,Cognitively Informed Cross-Lingual Curriculum Learning for Adaptive Reading Comprehension,"Marcello Conti, Helena Varga",,https://doi.org/10.64748/0pcg4t12,
4147,Explorations in Word Embeddings : graph-based word embedding learning and cross-lingual contextual word embedding learning,Zheng Zhang,,https://doi.org/10.70675/df0f1f11z8a2ez45b3z8bf2z660c4be2e250,
4148,Learning Cross-lingual Representations with Matrix Factorization,"Hanan Aldarmaki, Mona Diab",2016,https://doi.org/10.18653/v1/w16-1201,
4149,"Table 12: High-resource
                      <i>vs</i>
                      . low-resource languages.",,,https://doi.org/10.7717/peerj-cs.3017/table-12,
4150,Table 8: Model evaluation for low-resource languages.,,,https://doi.org/10.7717/peerj-cs.3017/table-8,
5305,Platforms,,2024,https://doi.org/10.7551/mitpress/14683.003.0005,
4151,Bootstrapping Embeddings for Low Resource Languages,"Merve Basoz, Andrew Horne, Mattia Opper",2026,https://doi.org/10.18653/v1/2026.loreslm-1.35,
4152,Machine Translation for Low Resource Turkic Languages: English-Tatar,Alexander Dikov,2026,https://doi.org/10.18653/v1/2026.loresmt-1.21,
4153,A Clinical Practice by Machine Translation on Low Resource Languages,"Rupjyoti Baruah, Anil Kumar Singh",2022,https://doi.org/10.1201/9781003138013-1,
4154,Improving semantic SMT for low resource languages,Meriem Beloucif,,https://doi.org/10.14711/thesis-991012615464603412,
4155,Multiview Learning‐Based Speech Recognition for Low‐Resource Languages,"Aditya Kumar, Jainath Yadav",2024,https://doi.org/10.1002/9781394214624.ch17,
4156,Language Resource Acquisition for Low-Resource Languages in Digital Discourses,"Kathiravan Pannerselvam, Saranya Rajiakodi, Bharathi Raja Chakravarthi",2024,https://doi.org/10.4018/979-8-3693-0728-1.ch002,
4157,Table 6: Description of the dataset for low-resource languages.,,,https://doi.org/10.7717/peerj-cs.3017/table-6,
4158,Forensic Voice Comparison Approaches for Low‐Resource Languages,"S.G. Kruthika, Trisiladevi C. Nagavi, P. Mahesha",2024,https://doi.org/10.1002/9781394214624.ch9,
4159,Table 9: Level augmentation for various data augmentation methods.,,,https://doi.org/10.7717/peerj-cs.2685/table-9,
4160,"Table 5: Performance scores for AraCWA with the CWE data augmentation strategy, and without any data augmentation (no DA).",,,https://doi.org/10.7717/peerj-cs.1365/table-5,
4161,Figure 3: Class distribution of training data without augmentation and with augmentation.,,,https://doi.org/10.7717/peerj-cs.2997/fig-3,
4162,Figure 12: Data augmentation.,,,https://doi.org/10.7717/peerj-cs.349/fig-12,
4163,Figure 3: Data-Augmentation.,,,https://doi.org/10.7717/peerj-cs.371/fig-3,
4164,Automatic Exploration of Optimal Data Processing Operations for Sound Data Augmentation Using Improved Differentiable Automatic Data Augmentation,"Toki Sugiura, Hiromitsu Nishizaki",,https://doi.org/10.21437/interspeech.2023-202,
4165,Figure 9: Data augmentation strategy.,,,https://doi.org/10.7717/peerjcs.2079/fig-9,
4166,Table 3: Data augmentation transformation.,,,https://doi.org/10.7717/peerj-cs.3362/table-3,
4167,Figure 5: Mosaic data augmentation.,,,https://doi.org/10.7717/peerjcs.1463/fig-5,
4168,Supplemental Information 3: Data Augmentation.,,,https://doi.org/10.7717/peerj-cs.597/supp-3,
4169,Foundations of Synthetic data,"Necmi Gürsakal, Sadullah Çelik, Esma Birişçi",2022,https://doi.org/10.1007/978-1-4842-8587-9_2,
4170,"Synthetic data, interpretable regression, and submodels",Vincent Granville,2024,https://doi.org/10.1016/b978-0-44-321857-6.00011-4,
4171,Synthetic Data,,,https://doi.org/10.1007/springerreference_65884,
4172,Synthetic Data Generation with Python,"Necmi Gürsakal, Sadullah Çelik, Esma Birişçi",2022,https://doi.org/10.1007/978-1-4842-8587-9_5,
4173,Synthetic Data Generation with R,"Necmi Gürsakal, Sadullah Çelik, Esma Birişçi",2022,https://doi.org/10.1007/978-1-4842-8587-9_4,
4174,An Introduction to Synthetic Data,"Necmi Gürsakal, Sadullah Çelik, Esma Birişçi",2022,https://doi.org/10.1007/978-1-4842-8587-9_1,
4175,Synthetic tabular data: copulas vs enhanced GANs,Vincent Granville,2024,https://doi.org/10.1016/b978-0-44-321857-6.00014-x,
4176,Artificial Intelligence Agents Powered by Synthetic Data,Sachin Sharma,2025,https://doi.org/10.4018/979-8-3373-2277-3.ch004,
4177,Productivity Enhancements from Digital Synthetic Data,S. Ida Evangeline,2025,https://doi.org/10.4018/979-8-3373-2277-3.ch007,
4178,Exploring Synthetic Generation of Digital Data Through Data-Driven Learning,"A. Prabhu Chakkaravarthy, Dhanalakshmi Jaganathan",2025,https://doi.org/10.4018/979-8-3373-2277-3.ch002,
4179,Simulation-Based Learning,,,https://doi.org/10.1007/springerreference_301847,
4180,Simulation-Based Learning,Franco Landriscina,2013,https://doi.org/10.1007/978-1-4614-1954-9_5,
4181,Introduction to Simulation-Based Learning,Carol C. Dudding,2024,https://doi.org/10.4324/9781003526421-2,
4182,Simulation-Based Instruction,Franco Landriscina,2013,https://doi.org/10.1007/978-1-4614-1954-9_7,
4183,DISCOURSE: The Design and Production of Simulation-based Learning Environments,Kenneth Tait,1994,https://doi.org/10.1007/978-94-011-0942-0_7,
4184,Enhancing Learning in Simulation Based Medical Education (SBME): Evaluating Student Perspectives of Simulation Based Learning (SBL) in comparison to the Literature.,"James Nixon, Fraser Ritchie, Elinor Clark",,https://doi.org/10.26226/m.64494d34ceee180012b64419,
4185,Role of Simulation in Web-Based Learning,,2013,https://doi.org/10.4324/9780203759820-23,
4186,"Enhancing Business Higher Education Through Simulation-Based Learning, Problem-Based Learning, and Challenge-Based Learning","Albérico Travassos Rosário, Ricardo Raimundo",,https://doi.org/10.20944/preprints202407.0747.v1,
4187,Foundational Theory for Simulation-Based Learning experiences,"Sue McAllister, Carol C. Dudding",2024,https://doi.org/10.4324/9781003526421-3,
4188,Teaching and Learning Diagnostic Skills in a Simulation Environment,Douglas M. Towne,1993,https://doi.org/10.1007/978-3-642-78539-9_11,
4189,Estimation of Uncertainty in Complex Biomeasurements,Anna Cysewska-Sobusiak,2007,https://doi.org/10.1109/amuem.2007.4362565,
4190,Uncertainty Estimation I [breaker page],,2006,https://doi.org/10.1109/amyem.2006.1650744,
4191,Uncertainty Estimation II [breaker page],,2006,https://doi.org/10.1109/amyem.2006.1650748,
4192,Image estimation and uncertainty quantification,Βικτωρία Ταρουδάκη,,https://doi.org/10.12681/eadd/57275,
4193,Uncertainty Estimation - Case studies II [breaker page],,2006,https://doi.org/10.1109/amyem.2006.1650756,
4194,Numerical Uncertainty Estimation,,2025,https://doi.org/10.1017/9781009031004.011,
4195,Uncertainty Estimation - Case studies I [breaker page],,2006,https://doi.org/10.1109/amyem.2006.1650752,
4196,uncertainty: Uncertainty Estimation and Contribution Analysis,Hugo Gasca-Aragon,2018,https://doi.org/10.32614/cran.package.uncertainty,
4197,AMUEM 2005 Session A2 - Case Studies for Uncertainty Estimation 1,,2005,https://doi.org/10.1109/amuem.2005.1594607,
4198,AMUEM 2005 Session A3 - Case Studies for Uncertainty Estimation 2,,2005,https://doi.org/10.1109/amuem.2005.1594613,
4199,Flexi-Compression: A Flexible Model Compression Method for Autonomous Driving,Hantao Liu,,https://doi.org/10.22215/etd/2021-14814,
4200,Model based concordance compression,"A. Bookstein, S.T. Klein, T. Raita",,https://doi.org/10.1109/dcc.1992.227473,
4201,Compression by model combination,Tong Zhang,,https://doi.org/10.1109/dcc.1998.672160,
4202,Model Compression for Data Compression: Neural Network Based Lossless Compressor Made Practical,"Liang Qin, Jie Sun",2023,https://doi.org/10.1109/dcc55655.2023.00013,
4203,The Master Compression Model,Shaun Neil,,https://doi.org/10.55277/researchhub.p28h0dkp.1,
4204,Model-based motion compensated compression for synthetic animations,N. Chaddha,,https://doi.org/10.1109/dcc.1996.488355,
4205,Figure 2: Frame relevance based video compression model.,,,https://doi.org/10.7717/peerj-cs.3155/fig-2,
4206,Practical Compression with Model-Code Separation,"Ying-Zong Huang, Gregory W. Wornell",2015,https://doi.org/10.1109/dcc.2015.80,
4207,VQ-based model design algorithms for text compression,"S.P. Kim, X. Ginesta",,https://doi.org/10.1109/dcc.1995.515544,
4208,Rate-Distortion-Classification Model In Lossy Image Compression,"Yuefeng Zhang, Zhimeng Huang",2023,https://doi.org/10.1109/dcc55655.2023.00041,
4209,Encoding Optimum of a Quantum Key Distribution Model,Georgi Bebrov,2024,https://doi.org/10.7546/giq-28-2024-1-11,
4210,Algorithm 3 : Dynamic quantization and L1 pruning of florence-2 LoRA model.,,,https://doi.org/10.7717/peerj-cs.3579/table-103,
4211,Model Compression with Keras Pruning and Post-Training Quantization,Chirag Ramani,,https://doi.org/10.36227/techrxiv.176761848.82072851/v1,
4212,Research on multi-attributes quantization model of dynamic trust relationship,Xiao-yong LI,2008,https://doi.org/10.3724/sp.j.1087.2008.00884,
4213,"The Holographic Electron Density Theorem, de-quantization, re-quantization, and nuclear charge space extrapolations of the Universal Molecule Model",Paul G. Mezey,2017,https://doi.org/10.1063/1.5012279,
4214,Vector Quantization with Model Selection,Sangho Yoon,,https://doi.org/10.1109/dcc.2006.82,
4215,ORPTQ: An Improved Large Model Quantization Method Based on Optimal Quantization Range,"Shicen Tian, Kejie Huang",,https://doi.org/10.5755/j01.itc.54.2.40573,
4216,Empirical Analysis of Small Language Model Quantization for CPU-Only Cloud Infrastructure,Jessica Sciammarelli,,https://doi.org/10.36227/techrxiv.177220011.12966071/v1,
4217,Speaker model quantization for unsupervised speaker indexing,"Soonil Kwon, Shrikanth Narayanan",,https://doi.org/10.21437/interspeech.2004-571,
4218,"A novel model quantization scheme for efficient deep neural networks inference
               and training",Sung-En Chang,,https://doi.org/10.17760/d20698937,
4219,Figure 9: Model pruning flowchart.,,,https://doi.org/10.7717/peerj-cs.3243/fig-9,
4220,Figure 1: The general model pruning process.,,,https://doi.org/10.7717/peerjcs.2012/fig-1,
4221,Algorithm 2 : Pruning workflow for model across all layers.,,,https://doi.org/10.7717/peerj-cs.3567/table-102,
4222,corrselect: Correlation-Based and Model-Based Predictor Pruning,Gilles Colling,2025,https://doi.org/10.32614/cran.package.corrselect,
4223,Pruning of hidden Markov model with optimal brain surgeon,Kin Wah Chan,,https://doi.org/10.14711/thesis-b796749,
4224,Data Pruning for Efficient Model Pruning in Neural Machine Translation,"Abdul Azeemi, Ihsan Qazi, Agha Raza",2023,https://doi.org/10.18653/v1/2023.findings-emnlp.18,
4225,Synaptic pruning facilitates online Bayesian model selection,"Ukyo T. Tazawa, Takuya Isomura",,https://doi.org/10.1101/2024.05.15.593712,
4226,MOON-DPAP: Model-Contrastive Federated Learning with Differential Privacy and Adaptive Pruning,Jiaming Su,2025,https://doi.org/10.5220/0013679100004670,
4227,Algorithm 2 : Adaptive knowledge distillation.,,,https://doi.org/10.7717/peerj-cs.3198/table-102,
4228,Background of Knowledge Distillation,Linfeng Zhang,2025,https://doi.org/10.1007/978-981-95-0367-4_1,
4229,Supplemental Information 1: Knowledge Distillation Model Training.,,,https://doi.org/10.7717/peerj-cs.3021/supp-1,
4230,Knowledge Distillation for Generative Models,Yun Zhang,,https://doi.org/10.14711/thesis-hdl151306,
4231,BookKD: A novel knowledge distillation for reducing distillation costs by decoupling knowledge generation and learning,"Songling Zhu, Ronghua Shang, Ke Tang, Songhua Xu, Yangyang Li",2023,https://doi.org/10.1016/j.knosys.2023.110916,
4232,Prompt Distillation for Emotion Analysis,"Andrew Mackey, Susan Gauch, Israel Cuevas",2024,https://doi.org/10.5220/0012951200003838,
4233,Figure 1: A generic illustration of knowledge distillation.,,,https://doi.org/10.7717/peerj-cs.474/fig-1,
4234,Learnable Knowledge Distillation,"Sheng Ran, Tao Huang",,https://doi.org/10.2139/ssrn.4764395,
4235,Sem título,,,https://doi.org/10.1117/12.3021618.98a3cdea-2989-ee11-a99c-005056914f1c,
4236,Table 8: Comparison of two kinds of knowledge distillation.,,,https://doi.org/10.7717/peerj-cs.3357/table-8,
4237,Neural architecture search analysis for object detection,Cícera Vanessa Marques Sampaio Sidrim,,https://doi.org/10.47749/t/unicamp.2022.1254536,
4238,Neural architecture search for heterogeneous graph neural networks,Yuhui Ding,,https://doi.org/10.14711/thesis-991013021482403412,
4239,Online Neural Architecture Search (ONAS): Adapting neural network architecture search in a continuously evolving domain. [Proposal],"Nathan Buskulic, Edward Bergman, Joeran Beel",,https://doi.org/10.31219/osf.io/suqxr,
4240,Neural Architecture Search under Budget Constraints,Tom Veniat,,https://doi.org/10.70675/21e023edz335az4f81z857bz8641e0a91847,
4241,QUANTUM-INSPIRED NEURAL ARCHITECTURE SEARCH,DANIELA DE MATTOS SZWARCMAN,,https://doi.org/10.17771/pucrio.acad.49066,
4242,Evolutionary Neural Architecture Search for Image Classification,Gonglin Yuan,,https://doi.org/10.26686/wgtn.25378900,
4243,Building efficient neural networks using scalable and transferable neural architecture search strategies,Amber Cassimon,,https://doi.org/10.63028/10067/2162000151162165141,
4244,Table 5: Summary of neural architecture search paradigms for DL.,,,https://doi.org/10.7717/peerj-cs.1903/table-5,
4245,Neural architecture design : search methods and domain knowledge,Han Shi,,https://doi.org/10.14711/thesis-991013114555203412,
4246,Neural Architecture Transfer 2,"Eugenio Lomurno, Matteo Matteucci, Simone Sarti",,https://doi.org/10.31224/3613,
4247,Table 3: Hyperparameter optimization results.,,,https://doi.org/10.7717/peerj-cs.2992/table-3,
4248,Algorithm 2 : Firebug swarm optimization (FSO) for hyperparameter optimization.,,,https://doi.org/10.7717/peerj-cs.3119/table-102,
4249,Table 5: Hyperparameter optimization algorithm.,,,https://doi.org/10.7717/peerj-cs.444/table-5,
4250,Supplemental Information 2: Bayesian hyperparameter optimization,,,https://doi.org/10.7717/peerj.20845/supp-2,
4251,Figure 6: Overview of the hyperparameter optimization.,,,https://doi.org/10.7717/peerj-cs.444/fig-6,
4252,Algorithm 1: Bayesian optimization for hyperparameter selection.,,,https://doi.org/10.7717/peerj-cs.3335/table-1,
4253,Supplemental Information 3: Harris Hawk hyperparameter optimization.,,,https://doi.org/10.7717/peerj-cs.1366/supp-3,
4254,Table 7: Hyperparameter optimization results for THYAO stock.,,,https://doi.org/10.7717/peerj-cs.3107/table-7,
4255,Table 6: Hyperparameter optimization results for HH-CnnSVM.,,,https://doi.org/10.7717/peerj-cs.3169/table-6,
4256,Table 5: Hyperparameter optimization results for HH-XGBoost.,,,https://doi.org/10.7717/peerj-cs.3169/table-5,
4257,Development of a Context-Free Data Ingestion Mechanism for AutoML,"Gabriel Mac’Hamilton, Alexandre Maciel",2025,https://doi.org/10.5220/0013357700003929,
4258,Development of a Big Data Mechanism for AutoML,"Roberto Paiva da Cunha, Jairson Rodrigues, Alexandre Maciel",2025,https://doi.org/10.5220/0013348700003929,
4259,An improved hyperparameter optimization framework for AutoML systems using evolutionary algorithms,"Amala Mary Vincent, Jidesh P.",,https://doi.org/10.21203/rs.3.rs-1781731/v1,
4260,A Process Systems Engineering Framework for Adaptive Sample Size Determination in AutoML Pipelines,,,https://doi.org/10.1021/acs.iecr.5c04103.s001,
4261,A Process Systems Engineering Framework for Adaptive Sample Size Determination in AutoML Pipelines,,,https://doi.org/10.1021/acs.iecr.5c04103.s002,
4262,Sem título,,,https://doi.org/10.3030/101292092,
4263,"Table 7: SHAP support across the AutoML frameworks used in this study (FLAML, EvalML, AutoGluon, LazyPredict, H2O AutoML, TPOT, and PyCaret).",,,https://doi.org/10.7717/peerj-cs.3497/table-7,
4264,ChaLearn AutoML Challenges,"Hugo Escalante, Jorge Madrid, Eduardo Morales",,https://doi.org/10.52591/lxai201812035,
4265,AutoML Two-Sample Test,"Simon Buchholz, Jonas M. Kübler, Krikamol Muandet, Bernhard Schölkopf, Vincent Stimper",2022,https://doi.org/10.52202/068431-1159,
4266,Figure 1: AutoML pipeline.,,,https://doi.org/10.7717/peerj-cs.3193/fig-1,
4267,"Benchmarking, benchmarking processes","Mohamed Zairi, Paul Leonard",1996,https://doi.org/10.1007/978-94-011-1284-0_7,
4268,Benchmarking,Christopher Jahns,,https://doi.org/10.3790/978-3-89644-301-4,
4269,Sem título,,,https://doi.org/10.30821/benchmarking.v6i2,
4270,Aviation benchmarking,Peter Mackenzie‐Williams,2005,https://doi.org/10.1108/14635770510593068,
4271,Sem título,,,https://doi.org/10.30821/benchmarking.v7i1,
4272,Sem título,,,https://doi.org/10.30821/benchmarking.v6i1,
4273,Special issue on benchmarking and partnerships,,2004,https://doi.org/10.1108/bij.2004.13111faa.002,
4274,What is Benchmarking?,,2009,https://doi.org/10.4324/9780080943329-10,
4275,Sem título,,,https://doi.org/10.30821/benchmarking.v7i2,
4276,Benchmarking the benchmarking models,"G. Anand, Rambabu Kodali",2008,https://doi.org/10.1108/14635770810876593,
4277,BioModels Reproducibility Scorecard,,,https://doi.org/10.52843/cassyni.x36fmy,
4278,The Reproducibility Project's first findings highlight reproducibility crisis,Sneha Kulkarni,,https://doi.org/10.34193/ei-a-5663,
4279,Reproducibility problems: what reproducibility problems??,glyn nelson,,https://doi.org/10.1242/focalplane.6619,
4280,Productivity And Reproducibility: Conflicting Pressures On Scientists?,,,https://doi.org/10.52843/cassyni.504m8k,
4281,reproducibility,,,https://doi.org/10.1007/springerreference_23529,
4282,Reproducibility,,2026,https://doi.org/10.5194/egusphere-2025-5497-rc1,
4283,The Role Of Metrology In Improving Reproducibility,,,https://doi.org/10.52843/cassyni.mvkml9,
4284,Rigor and Reproducibility in Research,,2024,https://doi.org/10.4135/9781036219994,
4285,Sem título,,,https://doi.org/10.1107/s1600576719000621/ks5609sup3.xlsx,
4286,"Validity of Biomedical Science, Reproducibility, and Irreproducibility",Erwin B. Montgomery,2019,https://doi.org/10.1016/b978-0-12-817443-2.00003-3,
4287,Whose open science are we talking about? From open science in psychology to open science in applied linguistics,Meng Liu,,https://doi.org/10.31219/osf.io/4tdmc,
4288,An open essay on open science,Matheus Pereira Lobo,,https://doi.org/10.31219/osf.io/42jsg,
4289,Open Science with R,Karthik Ram,,https://doi.org/10.59350/zp1ma-dt056,
4290,Open Science with R,Karthik Ram,,https://doi.org/10.59350/wmyt2-7cd29,
4291,Open science requires an open internet,Niall W Duncan,,https://doi.org/10.31219/osf.io/kes4q,
4292,From Open Source to Open Science,,2008,https://doi.org/10.4016/6665.01,
4293,Facilitating Open Science with Python,Steve Moss,,https://doi.org/10.59350/5jwkx-wbw17,
4294,Open science,Sri Ants,,https://doi.org/10.31219/osf.io/m8qdc,
4295,Facilitating Open Science with Python,Steve Moss,,https://doi.org/10.59350/mk4kh-bfg87,
4296,Open Science,,,https://doi.org/10.32388/838962,
4297,Scientific workflows,,,https://doi.org/10.1036/1097-8542.yb090129,
4298,Scientific Workflows,,,https://doi.org/10.1007/springerreference_64309,
4299,Collection-Oriented Data Flow Support for Scientific Workflows,"Jun Qin, Thomas Fahringer",2012,https://doi.org/10.1007/978-3-642-30715-7_6,
4300,The Future of Scientific Workflows: Report of the DOE NGNS/CS Scientific Workflows Workshop (Sandia Contributions),Kenneth Moreland,2015,https://doi.org/10.2172/1184599,
4301,Adapting BPEL to Scientific Workflows,Aleksander Slominski,,https://doi.org/10.1007/978-1-84628-757-2_14,
4302,Scientific Workflows Enabling Web‐Scale Collaboration,,2013,https://doi.org/10.1002/9781118554609.ch7,
4303,Figure 3: Some scientific workflows structures.,,,https://doi.org/10.7717/peerj-cs.747/fig-3,
4304,Network Analysis and Reuse of Scientific Workflows,,2013,https://doi.org/10.1002/9781118554609.ch8,
4305,Scientific versus Business Workflows,"Roger Barga, Dennis Gannon",,https://doi.org/10.1007/978-1-84628-757-2_2,
4306,Compiling abstract scientific workflows into Web service workflows,"B. Ludascher, I. Altintas, A. Gupta",,https://doi.org/10.1109/ssdm.2003.1214990,
4307,Introducing Research Data Management,,2018,https://doi.org/10.29085/9781783302802.001,
4308,Research data management,Tibor Koltay,2022,https://doi.org/10.1016/b978-0-12-824475-3.00002-3,
4309,Principles of research data management,Mike Smith,,https://doi.org/10.6019/tol.principles-datamanagement-w.2025.00001.1,
4310,Data Management / ICT Aspects,,,https://doi.org/10.48060/tghn.27,
4311,Practical Data Management,,2018,https://doi.org/10.29085/9781783302802.012,
4313,Research Data Services,,2018,https://doi.org/10.29085/9781783302802.007,
4314,Research Data Management Overview,Crystal Lewis,2024,https://doi.org/10.1201/9781032622835-2,
4315,Data Management Planning,,2017,https://doi.org/10.1201/9781315151694-4,
4316,Research Data Management supporting Research Integrity and Open Science,,2017,https://doi.org/10.14324/000.learn.05,
